# x,y,z (every 3 lines = 1 triangle)
-8.467944,8.714960,-0.000000
-8.322456,8.813228,-0.000000
-8.164488,8.892496,-0.576000
-8.322456,8.813228,-0.576000
-8.322456,8.813228,-0.000000
-8.164488,8.892496,-0.576000
-8.322456,8.813228,-0.000000
-8.164488,8.892496,-0.000000
-7.995668,8.951134,-0.576000
-8.164488,8.892496,-0.576000
-8.164488,8.892496,-0.000000
-7.995668,8.951134,-0.576000
-8.164488,8.892496,-0.000000
-7.995668,8.951134,-0.000000
-7.817629,8.987512,-0.576000
-7.995668,8.951134,-0.576000
-7.995668,8.951134,-0.000000
-7.817629,8.987512,-0.576000
-7.995668,8.951134,-0.000000
-7.817629,8.987512,-0.000000
-7.632000,9.000000,-0.576000
-7.817629,8.987512,-0.576000
-7.817629,8.987512,-0.000000
-7.632000,9.000000,-0.576000
-7.817629,8.987512,-0.000000
-7.632000,9.000000,-0.000000
7.632000,9.000000,-0.576000
-7.632000,9.000000,-0.576000
-7.632000,9.000000,-0.000000
7.632000,9.000000,-0.576000
-7.632000,9.000000,-0.000000
7.632000,9.000000,-0.000000
7.752285,8.987811,-0.576000
-7.632000,9.000000,-0.576000
7.632000,9.000000,-0.576000
7.632000,9.000000,-0.000000
-7.632000,9.000000,-0.000000
7.752285,8.987811,-0.000000
7.752285,8.987811,-0.576000
-7.817629,8.987512,-0.576000
-7.632000,9.000000,-0.576000
-7.632000,9.000000,-0.000000
-7.817629,8.987512,-0.000000
7.752285,8.987811,-0.000000
7.860827,8.953242,-0.576000
-7.817629,8.987512,-0.576000
7.752285,8.987811,-0.576000
7.752285,8.987811,-0.000000
-7.817629,8.987512,-0.000000
7.860827,8.953242,-0.000000
7.860827,8.953242,-0.576000
-7.995668,8.951134,-0.576000
-7.817629,8.987512,-0.576000
-7.817629,8.987512,-0.000000
-7.995668,8.951134,-0.000000
7.860827,8.953242,-0.000000
7.956392,8.899295,-0.576000
-7.995668,8.951134,-0.576000
7.860827,8.953242,-0.576000
7.860827,8.953242,-0.000000
-7.995668,8.951134,-0.000000
7.956392,8.899295,-0.000000
7.956392,8.899295,-0.576000
-8.164488,8.892496,-0.576000
-7.995668,8.951134,-0.576000
-7.995668,8.951134,-0.000000
-8.164488,8.892496,-0.000000
7.956392,8.899295,-0.000000
8.037743,8.828969,-0.576000
-8.164488,8.892496,-0.576000
7.956392,8.899295,-0.576000
7.956392,8.899295,-0.000000
-8.164488,8.892496,-0.000000
8.037743,8.828969,-0.000000
8.037743,8.828969,-0.576000
-8.322456,8.813228,-0.576000
-8.164488,8.892496,-0.576000
-8.164488,8.892496,-0.000000
-8.322456,8.813228,-0.000000
8.037743,8.828969,-0.000000
8.103646,8.745264,-0.576000
-8.322456,8.813228,-0.576000
8.037743,8.828969,-0.576000
8.037743,8.828969,-0.000000
-8.322456,8.813228,-0.000000
8.103646,8.745264,-0.000000
8.103646,8.745264,-0.576000
-8.467944,8.714960,-0.576000
-8.322456,8.813228,-0.576000
-8.322456,8.813228,-0.000000
-8.467944,8.714960,-0.000000
8.103646,8.745264,-0.000000
8.152865,8.651180,-0.576000
-8.467944,8.714960,-0.576000
8.103646,8.745264,-0.576000
8.103646,8.745264,-0.000000
-8.467944,8.714960,-0.000000
8.152865,8.651180,-0.000000
8.152865,8.651180,-0.576000
-8.599322,8.599322,-0.576000
-8.467944,8.714960,-0.576000
-8.467944,8.714960,-0.000000
-8.599322,8.599322,-0.000000
8.152865,8.651180,-0.000000
8.184164,8.549719,-0.576000
-8.599322,8.599322,-0.576000
8.152865,8.651180,-0.576000
8.152865,8.651180,-0.000000
-8.599322,8.599322,-0.000000
8.184164,8.549719,-0.000000
8.184164,8.549719,-0.576000
-8.714960,8.467944,-0.576000
-8.599322,8.599322,-0.576000
-8.599322,8.599322,-0.000000
-8.714960,8.467944,-0.000000
8.184164,8.549719,-0.000000
8.196309,8.443879,-0.576000
-8.714960,8.467944,-0.576000
8.184164,8.549719,-0.576000
8.184164,8.549719,-0.000000
-8.714960,8.467944,-0.000000
8.196309,8.443879,-0.000000
8.188064,8.336660,-0.576000
-8.714960,8.467944,-0.576000
8.196309,8.443879,-0.576000
8.196309,8.443879,-0.000000
-8.714960,8.467944,-0.000000
8.188064,8.336660,-0.000000
8.188064,8.336660,-0.576000
-8.813228,8.322456,-0.576000
-8.714960,8.467944,-0.576000
-8.714960,8.467944,-0.000000
-8.813228,8.322456,-0.000000
8.188064,8.336660,-0.000000
8.158194,8.231063,-0.576000
-8.813228,8.322456,-0.576000
8.188064,8.336660,-0.576000
8.188064,8.336660,-0.000000
-8.813228,8.322456,-0.000000
8.158194,8.231063,-0.000000
8.158194,8.231063,-0.576000
-8.892496,8.164488,-0.576000
-8.813228,8.322456,-0.576000
-8.813228,8.322456,-0.000000
-8.892496,8.164488,-0.000000
8.158194,8.231063,-0.000000
8.105464,8.130089,-0.576000
-8.892496,8.164488,-0.576000
8.158194,8.231063,-0.576000
8.158194,8.231063,-0.000000
-8.892496,8.164488,-0.000000
8.105464,8.130089,-0.000000
8.028637,8.036736,-0.576000
-8.892496,8.164488,-0.576000
8.105464,8.130089,-0.576000
8.105464,8.130089,-0.000000
-8.892496,8.164488,-0.000000
8.028637,8.036736,-0.000000
8.028637,8.036736,-0.576000
-8.951134,7.995668,-0.576000
-8.892496,8.164488,-0.576000
-8.892496,8.164488,-0.000000
-8.951134,7.995668,-0.000000
8.028637,8.036736,-0.000000
8.028637,8.036736,-0.576000
-8.987512,7.817629,-0.576000
-8.951134,7.995668,-0.576000
-8.951134,7.995668,-0.000000
-8.987512,7.817629,-0.000000
8.028637,8.036736,-0.000000
8.028637,8.036736,-0.576000
-9.000000,7.632000,-0.576000
-8.987512,7.817629,-0.576000
-8.987512,7.817629,-0.000000
-9.000000,7.632000,-0.000000
8.028637,8.036736,-0.000000
1.295255,1.359493,-0.576000
-9.000000,7.632000,-0.576000
8.028637,8.036736,-0.576000
8.028637,8.036736,-0.000000
-9.000000,7.632000,-0.000000
1.295255,1.359493,-0.000000
1.133416,1.198896,-0.576000
-9.000000,7.632000,-0.576000
1.295255,1.359493,-0.576000
1.295255,1.359493,-0.000000
-9.000000,7.632000,-0.000000
1.133416,1.198896,-0.000000
0.971685,1.038190,-0.576000
-9.000000,7.632000,-0.576000
1.133416,1.198896,-0.576000
1.133416,1.198896,-0.000000
-9.000000,7.632000,-0.000000
0.971685,1.038190,-0.000000
0.810061,0.877375,-0.576000
-9.000000,7.632000,-0.576000
0.971685,1.038190,-0.576000
0.971685,1.038190,-0.000000
-9.000000,7.632000,-0.000000
0.810061,0.877375,-0.000000
0.648546,0.716452,-0.576000
-9.000000,7.632000,-0.576000
0.810061,0.877375,-0.576000
0.810061,0.877375,-0.000000
-9.000000,7.632000,-0.000000
0.648546,0.716452,-0.000000
0.487138,0.555421,-0.576000
-9.000000,7.632000,-0.576000
0.648546,0.716452,-0.576000
0.648546,0.716452,-0.000000
-9.000000,7.632000,-0.000000
0.487138,0.555421,-0.000000
0.325839,0.394282,-0.576000
-9.000000,7.632000,-0.576000
0.487138,0.555421,-0.576000
0.487138,0.555421,-0.000000
-9.000000,7.632000,-0.000000
0.325839,0.394282,-0.000000
0.164647,0.233035,-0.576000
-9.000000,7.632000,-0.576000
0.325839,0.394282,-0.576000
0.325839,0.394282,-0.000000
-9.000000,7.632000,-0.000000
0.164647,0.233035,-0.000000
0.003564,0.071679,-0.576000
-9.000000,7.632000,-0.576000
0.164647,0.233035,-0.576000
0.164647,0.233035,-0.000000
-9.000000,7.632000,-0.000000
0.003564,0.071679,-0.000000
-0.157410,-0.089785,-0.576000
